date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:54:51	40587/40587	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:50%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-119000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-119000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-110000)
13:54:51	40587/40587	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:51%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-119500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-119500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-110000)
13:54:51	11597/11597	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:51%20GMT	https://nz.talent.com/ajax/taxcal/best-of-countries.php?country=nz&language=en&salary=120000&continent=Europe	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/ajax/taxcal/best-of-countries916e.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:52	8228/8228	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:51%20GMT	https://nz.talent.com/ajax/taxcal/best-of-countries.php?country=nz&language=en&salary=120000&continent=Asia-Pacific	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/ajax/taxcal/best-of-countriese707.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:52	6273/6273	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:52%20GMT	https://nz.talent.com/ajax/taxcal/best-of-countries.php?country=nz&language=en&salary=120000&continent=Africa	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/ajax/taxcal/best-of-countriesd578.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:52	5316/5316	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:52%20GMT	https://nz.talent.com/ajax/taxcal/best-of-countries.php?country=nz&language=en&salary=120000&continent=MiddleEast	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/ajax/taxcal/best-of-countries6833.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:52	40588/40588	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:52%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-120500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-120500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:53	40588/40588	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:53%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-121000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-121000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:53	40588/40588	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:53%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-121500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-121500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:53	40588/40588	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:53%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-122000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-122000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:54	40587/40587	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:54%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-122500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-122500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:54	40587/40587	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:54%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-123000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-123000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:54	40587/40587	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:54%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-123500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-123500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:55	40588/40588	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:55%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-124000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-124000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:55	40588/40588	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:55%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-124500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-124500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:55	40588/40588	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:55%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-125000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-125000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:56	40588/40588	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:56%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-125500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-125500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:56	40588/40588	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:56%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-126000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-126000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:56	40588/40588	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:56%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-126500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-126500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:57	40588/40588	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:57%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-127000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-127000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:57	40588/40588	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:57%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-127500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-127500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:57	40588/40588	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:57%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-128000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-128000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:58	40588/40588	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:58%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-128500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-128500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:58	40588/40588	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:58%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-129000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-129000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:58	40585/40585	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:58%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-129500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-129500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-120000)
13:54:59	11599/11599	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:54:59%20GMT	https://nz.talent.com/ajax/taxcal/best-of-countries.php?country=nz&language=en&salary=130000&continent=Europe	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/ajax/taxcal/best-of-countries6baf.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:00	8232/8232	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:00%20GMT	https://nz.talent.com/ajax/taxcal/best-of-countries.php?country=nz&language=en&salary=130000&continent=Asia-Pacific	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/ajax/taxcal/best-of-countries5148.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:00	6273/6273	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:00%20GMT	https://nz.talent.com/ajax/taxcal/best-of-countries.php?country=nz&language=en&salary=130000&continent=Africa	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/ajax/taxcal/best-of-countries56d0.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:01	5316/5316	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:00%20GMT	https://nz.talent.com/ajax/taxcal/best-of-countries.php?country=nz&language=en&salary=130000&continent=MiddleEast	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/ajax/taxcal/best-of-countriesae6f.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:01	40588/40588	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:01%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-130500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-130500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:01	40579/40579	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:01%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-131000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-131000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:02	40579/40579	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:01%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-131500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-131500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:02	40579/40579	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:02%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-132000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-132000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:02	40579/40579	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:02%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-132500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-132500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:03	40579/40579	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:02%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-133000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-133000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:03	40579/40579	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:03%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-133500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-133500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:03	40579/40579	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:03%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-134000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-134000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:04	40579/40579	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:03%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-134500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-134500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:04	40579/40579	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:04%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-135000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-135000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:04	40579/40579	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:04%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-135500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-135500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:05	40579/40579	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:04%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-136000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-136000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:05	40579/40579	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:05%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-136500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-136500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:05	40579/40579	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:05%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-137000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-137000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:06	40579/40579	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:05%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-137500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-137500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:06	40579/40579	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:06%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-138000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-138000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:06	40582/40582	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:06%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-138500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-138500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:07	40582/40582	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:06%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-139000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-139000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:07	40582/40582	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:07%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-139500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-139500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-130000)
13:55:07	11599/11599	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:07%20GMT	https://nz.talent.com/ajax/taxcal/best-of-countries.php?country=nz&language=en&salary=140000&continent=Europe	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/ajax/taxcal/best-of-countries36d3.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:07	8236/8236	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:07%20GMT	https://nz.talent.com/ajax/taxcal/best-of-countries.php?country=nz&language=en&salary=140000&continent=Asia-Pacific	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/ajax/taxcal/best-of-countriesc4e5.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:08	6274/6274	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:08%20GMT	https://nz.talent.com/ajax/taxcal/best-of-countries.php?country=nz&language=en&salary=140000&continent=Africa	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/ajax/taxcal/best-of-countries7caf.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:08	5317/5317	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:08%20GMT	https://nz.talent.com/ajax/taxcal/best-of-countries.php?country=nz&language=en&salary=140000&continent=MiddleEast	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/ajax/taxcal/best-of-countriese57a.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:08	40582/40582	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:08%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-140500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-140500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:09	40578/40578	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:08%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-141000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-141000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:09	40581/40581	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:09%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-141500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-141500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:09	40581/40581	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:09%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-142000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-142000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:10	40581/40581	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:10%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-142500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-142500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:10	40581/40581	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:10%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-143000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-143000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:10	40581/40581	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:10%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-143500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-143500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:11	40581/40581	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:11%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-144000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-144000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:11	40581/40581	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:11%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-144500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-144500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:11	40581/40581	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:11%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-145000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-145000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:12	40581/40581	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:12%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-145500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-145500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:12	40581/40581	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:12%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-146000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-146000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:12	40581/40581	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:12%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-146500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-146500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:13	40582/40582	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:13%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-147000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-147000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:13	40579/40579	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:13%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-147500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-147500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:13	40582/40582	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:13%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-148000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-148000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:14	40582/40582	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:14%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-148500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-148500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:14	40582/40582	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:14%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-149000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-149000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:15	40582/40582	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:14%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-149500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-149500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-140000)
13:55:15	11602/11602	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:15%20GMT	https://nz.talent.com/ajax/taxcal/best-of-countries.php?country=nz&language=en&salary=150000&continent=Europe	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/ajax/taxcal/best-of-countriesdddf.html	(from https://nz.talent.com/tax-calculator/New+Zealand-150000)
13:55:15	8240/8240	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:15%20GMT	https://nz.talent.com/ajax/taxcal/best-of-countries.php?country=nz&language=en&salary=150000&continent=Asia-Pacific	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/ajax/taxcal/best-of-countriesd446.html	(from https://nz.talent.com/tax-calculator/New+Zealand-150000)
13:55:16	6278/6278	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:15%20GMT	https://nz.talent.com/ajax/taxcal/best-of-countries.php?country=nz&language=en&salary=150000&continent=Africa	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/ajax/taxcal/best-of-countries8c58.html	(from https://nz.talent.com/tax-calculator/New+Zealand-150000)
13:55:16	5317/5317	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:16%20GMT	https://nz.talent.com/ajax/taxcal/best-of-countries.php?country=nz&language=en&salary=150000&continent=MiddleEast	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/ajax/taxcal/best-of-countriese809.html	(from https://nz.talent.com/tax-calculator/New+Zealand-150000)
13:55:16	40582/40582	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:16%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-150500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-150500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-150000)
13:55:17	40582/40582	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:16%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-151000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-151000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-150000)
13:55:17	40582/40582	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:17%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-151500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-151500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-150000)
13:55:17	40582/40582	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:17%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-152000	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-152000.html	(from https://nz.talent.com/tax-calculator/New+Zealand-150000)
13:55:18	40582/40582	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jun%202021%2001:55:17%20GMT	https://nz.talent.com/tax-calculator/New+Zealand-152500	C:/My%20Web%20Sites/Tax%20Calc/nz.talent.com/tax-calculator/New+Zealand-152500.html	(from https://nz.talent.com/tax-calculator/New+Zealand-150000)
